PreviewChartOffset,SongIndexOffset,FileNameOffset0,FileNameOffset1,FileNameOffset2,FileNameOffset3,FileNameOffset4,Floors,Level,StepchartType,Padding1,UnkownQuestWorld,MissionNameOffset0,MissionNameOffset1,MissionNameOffset2,MissionNameOffset3,MissionNameOffset4,Padding2,Padding3,Padding4,
E0000109,109,s5_5,s5_5,s5_5,s5_5,s5_5,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000109,109,d4_freestyle,d4_freestyle,d4_freestyle,d4_freestyle,d4_freestyle,1,4,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
111,111,s4_normal,s4_normal,s4_normal,s4_normal,s4_normal,1,4,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
111,111,s6_hard,s6_hard,s6_hard,s6_hard,s6_hard,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
111,111,s13_crazy,s13_crazy,s13_crazy,s13_crazy,s13_crazy,1,13,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
111,111,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
111,111,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,1,16,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
111,111,dp7_freestyle,dp7_freestyle,dp7_freestyle,dp7_freestyle,dp7_freestyle,1,7,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,s5_hard,s5_hard,s5_hard,s5_hard,s5_hard,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,s8_mp,s8_mp,s8_mp,s8_mp,s8_mp,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,s15_crazy,s15_crazy,s15_crazy,s15_crazy,s15_crazy,1,15,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,d6_freestyle,d6_freestyle,d6_freestyle,d6_freestyle,d6_freestyle,1,6,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,1,16,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,d17_anotherfreestyle,d17_anotherfreestyle,d17_anotherfreestyle,d17_anotherfreestyle,d17_anotherfreestyle,1,17,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
112,112,d22_nightmare,d22_nightmare,d22_nightmare,d22_nightmare,d22_nightmare,1,22,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1059,112,d,d,d,d,d,2,0,2,0,1,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1246,112,s,s,s,s,s,2,0,0,0,1797,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000112,112,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000112,112,s5_hard,s5_hard,s5_hard,s5_hard,s5_hard,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000112,112,s8_mp,s8_mp,s8_mp,s8_mp,s8_mp,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000112,112,d6_freestyle,d6_freestyle,d6_freestyle,d6_freestyle,d6_freestyle,1,6,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s2_mp,s2_mp,s2_mp,s2_mp,s2_mp,1,2,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s6_mp2,s6_mp2,s6_mp2,s6_mp2,s6_mp2,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s9_mp3,s9_mp3,s9_mp3,s9_mp3,s9_mp3,1,9,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s15_crazy,s15_crazy,s15_crazy,s15_crazy,s15_crazy,1,15,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,s17_crazy,s17_crazy,s17_crazy,s17_crazy,s17_crazy,1,17,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,1,15,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,d17_nightmare,d17_nightmare,d17_nightmare,d17_nightmare,d17_nightmare,1,17,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
204,204,dp3_freestyle,dp3_freestyle,dp3_freestyle,dp3_freestyle,dp3_freestyle,1,3,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
BF010,204,s12,s12,s12,s12,s12,3,12,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1469,204,d,d,d,d,d,2,0,2,0,1028,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,s4_mp,s4_mp,s4_mp,s4_mp,s4_mp,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,s7_7,s7_7,s7_7,s7_7,s7_7,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,s9_hard,s9_hard,s9_hard,s9_hard,s9_hard,1,9,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,s11_crazy,s11_crazy,s11_crazy,s11_crazy,s11_crazy,1,11,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,s16_hard,s16_hard,s16_hard,s16_hard,s16_hard,1,16,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,s21_crazy,s21_crazy,s21_crazy,s21_crazy,s21_crazy,1,21,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,d12_freestyle,d12_freestyle,d12_freestyle,d12_freestyle,d12_freestyle,1,12,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,d17_nightmare,d17_nightmare,d17_nightmare,d17_nightmare,d17_nightmare,1,17,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
205,205,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,1,19,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1044,205,d,d,d,d,d,2,0,2,0,1027,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1220,205,s,s,s,s,s,2,0,0,0,134678021,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000205,205,s4_mp,s4_mp,s4_mp,s4_mp,s4_mp,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000205,205,s7_7,s7_7,s7_7,s7_7,s7_7,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000205,205,s11_crazy,s11_crazy,s11_crazy,s11_crazy,s11_crazy,1,11,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
212,212,s4_shin,s4_shin,s4_shin,s4_shin,s4_shin,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
212,212,s6_hard,s6_hard,s6_hard,s6_hard,s6_hard,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
212,212,s8_mp,s8_mp,s8_mp,s8_mp,s8_mp,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
212,212,s15_crazy,s15_crazy,s15_crazy,s15_crazy,s15_crazy,1,15,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
212,212,d7_7,d7_7,d7_7,d7_7,d7_7,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
212,212,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,1,16,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
BF005,212,s10,s10,s10,s10,s10,3,10,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1052,212,s,s,s,s,s,2,0,0,0,513,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000212,212,s4_shin,s4_shin,s4_shin,s4_shin,s4_shin,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000212,212,s6_hard,s6_hard,s6_hard,s6_hard,s6_hard,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000212,212,s8_mp,s8_mp,s8_mp,s8_mp,s8_mp,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000212,212,d7_7,d7_7,d7_7,d7_7,d7_7,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
213,213,s2_mp,s2_mp,s2_mp,s2_mp,s2_mp,1,2,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
213,213,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
213,213,s6_hard,s6_hard,s6_hard,s6_hard,s6_hard,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
213,213,s12_crazy,s12_crazy,s12_crazy,s12_crazy,s12_crazy,1,12,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
213,213,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
213,213,d14_nightmare,d14_nightmare,d14_nightmare,d14_nightmare,d14_nightmare,1,14,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1051,213,s,s,s,s,s,2,0,0,0,2,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000213,213,s2_mp,s2_mp,s2_mp,s2_mp,s2_mp,1,2,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000213,213,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000213,213,s6_hard,s6_hard,s6_hard,s6_hard,s6_hard,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000213,213,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
224,224,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
224,224,s19_lv19,s19_lv19,s19_lv19,s19_lv19,s19_lv19,1,19,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
224,224,d8_freestyle,d8_freestyle,d8_freestyle,d8_freestyle,d8_freestyle,1,8,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,s7_7,s7_7,s7_7,s7_7,s7_7,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,s8_hard,s8_hard,s8_hard,s8_hard,s8_hard,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,s10_crazy,s10_crazy,s10_crazy,s10_crazy,s10_crazy,1,10,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,s16_crazy,s16_crazy,s16_crazy,s16_crazy,s16_crazy,1,16,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,d8_freestyle,d8_freestyle,d8_freestyle,d8_freestyle,d8_freestyle,1,8,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,d17_nightmare,d17_nightmare,d17_nightmare,d17_nightmare,d17_nightmare,1,17,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,1,19,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
301,301,dp3_jkd,dp3_jkd,dp3_jkd,dp3_jkd,dp3_jkd,1,3,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1036,301,s,s,s,s,s,2,0,0,0,3,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1046,301,d,d,d,d,d,2,0,2,0,1284,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1410,301,s_co1,s_co1,s_co1,s_co1,s_co1,2,0,0,0,1027,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1410,301,s_co2,s_co2,s_co2,s_co2,s_co2,2,0,68,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,s8_8,s8_8,s8_8,s8_8,s8_8,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,s10_crazy,s10_crazy,s10_crazy,s10_crazy,s10_crazy,1,10,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,s20_crazy,s20_crazy,s20_crazy,s20_crazy,s20_crazy,1,20,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
302,302,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,1,15,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
BF016,302,s14,s14,s14,s14,s14,3,14,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1449,302,d,d,d,d,d,2,0,2,0,3,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,s3_mp,s3_mp,s3_mp,s3_mp,s3_mp,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,s12_crazy,s12_crazy,s12_crazy,s12_crazy,s12_crazy,1,12,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,s15_hard,s15_hard,s15_hard,s15_hard,s15_hard,1,15,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,s18_crazy,s18_crazy,s18_crazy,s18_crazy,s18_crazy,1,18,80,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,1,9,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
303,303,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,1,19,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1404,303,d,d,d,d,d,2,0,2,0,5,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1472,303,d,d,d,d,d,2,0,2,0,2,Mirror,Mirror,Mirror,Mirror,Mirror,4294967295,4294967295,4294967295,
E0000303,303,s3_mp,s3_mp,s3_mp,s3_mp,s3_mp,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000303,303,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000303,303,s12_crazy,s12_crazy,s12_crazy,s12_crazy,s12_crazy,1,12,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
306,306,s1_normal,s1_normal,s1_normal,s1_normal,s1_normal,1,1,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
306,306,s4_hard,s4_hard,s4_hard,s4_hard,s4_hard,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
306,306,d13_beep,d13_beep,d13_beep,d13_beep,d13_beep,1,13,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
306,306,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,1,5,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1444,306,d,d,d,d,d,2,0,2,0,770,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
307,307,s4_hard,s4_hard,s4_hard,s4_hard,s4_hard,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
307,307,sp2_normal,sp2_normal,sp2_normal,sp2_normal,sp2_normal,1,2,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
307,307,dp3_freestyle,dp3_freestyle,dp3_freestyle,dp3_freestyle,dp3_freestyle,1,3,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1443,307,d,d,d,d,d,2,0,2,0,513,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
308,308,s13_lv13,s13_lv13,s13_lv13,s13_lv13,s13_lv13,1,13,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
308,308,d15_15,d15_15,d15_15,d15_15,d15_15,1,15,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
308,308,sp1_normal,sp1_normal,sp1_normal,sp1_normal,sp1_normal,1,1,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
308,308,dp3_freestyle,dp3_freestyle,dp3_freestyle,dp3_freestyle,dp3_freestyle,1,3,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
309,309,s12_shin,s12_shin,s12_shin,s12_shin,s12_shin,1,12,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
309,309,d13,d13,d13,d13,d13,1,13,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
309,309,sp4_hard,sp4_hard,sp4_hard,sp4_hard,sp4_hard,1,4,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
309,309,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,1,5,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
310,310,s8_hard,s8_hard,s8_hard,s8_hard,s8_hard,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
310,310,s9_crazy,s9_crazy,s9_crazy,s9_crazy,s9_crazy,1,9,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
310,310,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,1,9,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
310,310,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,1,16,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
311,311,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
